RequestID,RequestDate,Status,City,Principal_Name_Ar,Principal_Name_En,Nationality
45410,4/25/2019,قائمة,الرياض,شركة بينكسي بيتاي دكتايل كاست إيرون بايبس سي أو . إل تي دي,"Benxi Beitai Ductile Cast Iron Pipes CO.,Ltd ",الصين الشعبيه
45411,4/25/2019,قائمة,الرياض,المستقلة للتبغ م م ح,THE INDEPENDENT TOBACCO FZF,اماراتي
45412,4/28/2019,قائمة,الرياض,كليبيك لايف ساينسيس ايه جي,KLYBECK LIFE SCIENCES AG,سويسري
45413,4/28/2019,قائمة,الرياض,نوتريفورس انتفيربن,NUTRIFORCE ANTWERPEN,بلجيكي
45414,4/28/2019,قائمة,الدمام,ويفنغ كيانغيوان كيميكال اندستري ليمتد,WEIFANG QIANGYUAN CHEMICAL INDUSTRY CO. LTD.,الصين الشعبيه
45415,4/28/2019,قائمة,الرياض,بيروفيان فارماسيوتيكل اس.ايه.سي,Peruvian pharmaceutical S.A.C ,بيرويه
45416,4/28/2019,قائمة,جده,جيلاتو انترناسونال شركة تملك حر,Gelato International . a free hold campany ,اماراتي
45417,4/29/2019,قائمة,جده,شركة هانقزو هيكفيجين ديجيتال تكنولوجي المحدوده,"Hangzhou Hikvision Digital Technology Co, Ltd",الصين الشعبيه
45418,4/30/2019,قائمة,جده,كومباني دي كريستاليريز دي سانت لويس,Compagnie Des Cristalleries De Saint-Louis,فرنسي
45419,4/30/2019,قائمة,الرياض,شركة اوستاند ايدنبيرج الفيتور بي تي واي ليمتد ,austand Edunburgh elevators PTY LTD,استرالي
45420,4/30/2019,قائمة,الرياض,مؤسسة وسم الخليج لتقديم المشروبات,,المملكة العربية السعودية
45421,4/30/2019,قائمة,الدمام,حنين ابراهيم حمود السليمان,HANEN IBRAHIM HOMD ALSULIMAN,المملكة العربية السعودية
45422,4/30/2019,قائمة,الرياض,بيرجو ميديكال فيلاك سان أية.أس.,PERGO MEDIKAL VE ILAC SAN.A.S,تركي
45423,4/30/2019,قائمة,الرياض,تيلوتس فارما ايه جي,TILLOTTS PHARMA A.G,سويسري
45424,5/2/2019,قائمة,الدمام, لوفكين اندستريز ذ.م.م ,"LUFKIN INDUSTRIES, LLC",امريكي
45425,5/2/2019,قائمة,الرياض,مصنع لانا الخليج الأول للمستلزمات الطبية,Lana Al Khaleej al awal factory,المملكة العربية السعودية
45426,5/2/2019,قائمة,الرياض,فواب فارما أيه إس,VUAB Pharma a.s,تشيكي
45427,5/2/2019,قائمة,الرياض,اكسالاتيس هيلث كير اس ال,Exelits healthcare S.L.,اسباني
45428,5/3/2019,قائمة,الدمام,وايفانج كيانج يوان كيميكال إنداستري كمباني ليميتيد,WEIFANG QIANGYUAN CHEMICAL INDUSTRY CO.Ltd,الصين الشعبيه
45429,5/4/2019,قائمة,الرياض,كاربرو كوريا اندستريز,CARPRO KOREA INDUSTRIES,كوريه الجنوبيه
45430,5/5/2019,قائمة,الرياض,سانت جود( اس تي جود ) ميديكال كوأوردينيشن سنتر بي في بي أ ,ST. JUDE MEDICAL COORDINATION CENTER BVBA ,بلجيكي
45431,5/5/2019,قائمة,الرياض,مطعم الكاتم فرع شركة زاك الدولية,,المملكة العربية السعودية
45432,5/5/2019,قائمة,الرياض,ميديكال بروسيس ,medical process,فرنسي
45433,5/6/2019,قائمة,الدمام,كوفي ماب,Coffee Map,كويتي
45434,5/7/2019,قائمة,الرياض,كوزي ساجلك للمنتجات الصحية والصناعات الكيماوية ,KUZEY SAGLIK URUNLERI VE KIMYA SANAYI A.S,تركي
45435,5/7/2019,قائمة,الرياض,أوركيلا انترناشونال ش . م . ل . أوف شور,orkila international  s .a .l .off - shore ,لبناني
45436,5/7/2019,قائمة,الرياض, انفيديا ميديكال جمبا & كو  ك جي,Invidia-Medical GmbH & co kg,الماني
45437,5/8/2019,قائمة,الرياض,موزو جراو اس ايه,"MOZO-GRAU, S.A",اسباني
45438,5/14/2019,قائمة,الرياض,"شركة هيبي سينواه فارم-تيك كو ,ال تى دى ",HEBEI SINOAH PHARM -TECH CO LTD ,الصين الشعبيه
45439,5/14/2019,قائمة,الدمام,أو أي اس اكيوبمنت ال ال سي,OES Equipment L.L.C.,اماراتي
45440,5/14/2019,قائمة,الرياض,أربور نيتوورك يو كيه ليمتد,ARBOR NETWORKS UK LTD.,بريطاني
45441,5/16/2019,قائمة,الرياض,هانون سبرينج كومباني ليمتد ,Hanon Spring Company Limited,الصين الشعبيه
45442,5/19/2019,قائمة,الرياض,نوريل أس. أيه.,NOREL S.A,اسباني
45443,5/19/2019,قائمة,الرياض,ابوثيكاري فارماسوتيكالز برايفت ليمتد.,Apothecary Pharmaceuticals Pvt. Ltd.,هندي
45444,5/23/2019,قائمة,جده,كاري بلانك ديستربيوشن اس أي أس ,CARRE BLANC DISTRIBUTION SAS,فرنسي
45445,5/23/2019,قائمة,الدمام, ديوسين بايوكيميكال ليمتيد,Deosen Bichemical Ltd.,الصين الشعبيه
45446,5/23/2019,قائمة,الرياض,شركة ارسان كاوكوك بلاستيك ماكينا صناعي في تيكاريت أيه إس,ARSAN KAUCUK PLASTIK MAKINA SANAYI ve TICARET A.S ,تركي
45447,5/25/2019,قائمة,الرياض,شركة انفنير العربية المحدودة ,infinair arabaia co.ltd,اردني
45448,5/26/2019,قائمة,الدمام,يونيتك أوفشور ايه اس,UNITECH OFFSHORE AS,نرويجيه
45449,5/26/2019,قائمة,الرياض,زي كافيه اس بي ايه,ZI CAFFE S.P.A,ايطالي
45450,5/27/2019,قائمة,الدمام,اكاوستيك داتا ليمتد,ACOUSTIC DATA LIMITED,سيشل
45451,5/27/2019,قائمة,الدمام,يوفنتوس اف سي اس بي ايه,JUVENTUS  FC  S.P.A ,ايطالي
45452,5/27/2019,قائمة,الدمام, سوبريور انيرجي سيرفيسيس إل إل سي ),SUPERIOR ENERGY SERVICES L.LC,امريكي
45453,5/27/2019,قائمة,الرياض,نوفوم فارما بي في,Novum Pharma B.V ,هولندي
45454,5/28/2019,قائمة,الرياض,ميدي سوفت إس أيه,Medisoft SA,بلجيكي
45455,5/28/2019,قائمة,الرياض,لوران إس آر إل ,Loran srl ,ايطالي
45456,5/28/2019,قائمة,الرياض,ريغن لاب اس.اي,Regen Lap S.A.,سويسري
45457,5/29/2019,قائمة,جده,نيكسانس فرانس,Nexans France,فرنسي
45458,6/9/2019,قائمة,الرياض,شركة قمم المحترفون,,المملكة العربية السعودية
45459,6/9/2019,قائمة,الدمام,كومتل نت وركس ,COMMTEL NETWORKS (FZC,اماراتي
45460,6/11/2019,قائمة,الرياض,فرجينيا إنستيتيوت أوف فاينانس,Virginia Institute of Finance,اماراتي
45461,6/12/2019,قائمة,جده,شركة شينزن للمعدات الرقمية   RTZ,"SHENZHEN RUNTIANZHI DIGITAL EQUIPMENT CO.,LTD. RTZ",الصين الشعبيه
45462,6/16/2019,قائمة,الرياض,شركة تالة الجود للتمور المحدوده,,المملكة العربية السعودية
45463,6/17/2019,قائمة,الرياض,كولت انترناشيونال ش.ذ.م.م.,Colt international LLC,اماراتي
45464,6/18/2019,قائمة,الرياض,إكستنس فارما,EXTENSE PHARMA,بلجيكي
45465,6/18/2019,قائمة,الرياض,لا مولينا اس –آر – أل ,LA MOLINA S.R.L,ايطالي
45466,6/19/2019,قائمة,الدمام,بي سي بي أبس ال. ال. سي,PCB APPS L.L.C,امريكي
45467,6/19/2019,قائمة,الرياض,نتويرك انتلجنس انديا بي في تي ليمتد ان ال ال,Network Intelligence India Pvt. Nll,هندي
45468,6/19/2019,قائمة,الدمام,او سي ايه انترناشونال إنسبكشن اند كنترول سوسايتي اس . آيه,OCA International Inspection and Control Society S.A,اسباني
45469,6/19/2019,قائمة,الرياض,فانيم ال تي دي ايه,Fanem Ltda,برازيلي
45470,6/19/2019,قائمة,الرياض,كومتل نت وركس ,COMMTEL NETWORKS FZC,اماراتي
45471,6/19/2019,قائمة,الرياض,كوانتل ميديكال اس .ايه,QUANTEL MEDICAL S.A,فرنسي
45472,6/20/2019,قائمة,الرياض,مكتيل ليمتد ,MIKTELL LTD ,بريطاني
45473,6/23/2019,قائمة,جده,شركة فطيرة الفلافل للمطاعم المحدودة,,المملكة العربية السعودية
45474,6/23/2019,قائمة,الرياض,شركة تسع مائة وأحد عشر للمطاعم المحدودة,,المملكة العربية السعودية
45475,6/24/2019,قائمة,الرياض,سوبريم ماشنري مانفاكشرينج كمباني ال تي دي ,"SUPREME MACHINERY MANUFACTURING CO., LTD.",تايلانديه
45476,6/24/2019,قائمة,الدمام, ايميشيلد انكوربوريشن  ,"EMISSHIELD,INC",امريكي
45477,6/24/2019,قائمة,الرياض,ال كي سي تكنلوجي,LKC Technologies,امريكي
45478,6/25/2019,قائمة,الرياض,غودفري فيليبس الشرق الاوسط بمركز دبي للسلع,godfrey phillips middle east dmcc,اماراتي
45479,6/25/2019,قائمة,الرياض,تي تي واي بيوفارم ليمتد,TTY BIOPHARM COMPANY LIMITED,الصين الشعبيه
45480,6/25/2019,قائمة,الدمام,شركة برزان للضيافة والترفيه,,المملكة العربية السعودية
45481,6/25/2019,قائمة,الدمام,اس كيه نتويرك ليمتد,SK NETWORKS CO.LTD,كوريه الجنوبيه
45482,6/25/2019,قائمة,الرياض,نتالي قروب أس دي أن بي أتش دي ,NATALIE GROUP SDN BHD,ماليزي
45483,6/26/2019,قائمة,الدمام,"بوستيل انداستريز ، إنك.","POSTLE INDUSTRIES, INC.",امريكي
45484,6/26/2019,قائمة,جده,ام ام ام ميونيخ للاجهزة الطبية المحدودة ,MMM  Munchener  Medizin  Mechanik GmbH,الماني
45485,6/26/2019,قائمة,جده,كالار جيت الهندية المحدودة ,COLORJET INDIA LTD,هندي
45486,6/26/2019,قائمة,الرياض,يوميديكا لابوراتوريز بي في تي ليمتد,Umedica Laboratories PVT Limited,هندي
45487,6/26/2019,قائمة,الدمام, دفلون اندستريز بي في تي ليمتد,DUFLON INDUSTRIES PRIVATE LIMITED,هندي
45488,6/27/2019,قائمة,الرياض,شركة ساريبتا ثيرابيوتك انك ,SAREPTA THERAPEUTICS INC,امريكي
45489,6/27/2019,قائمة,الرياض,شركة تطوير وتنمية البحوث المبتكرة,Innovative Research Development Company,مصري
45490,7/1/2019,قائمة,الرياض,هواوي تكنولوجيز كو.ليمتد,HUAWEI TECHNOLOGIES CO.LTD,الصين الشعبيه
45491,7/2/2019,قائمة,الرياض,مركز تسويق أنظمةالأنابيب السعودي,,المملكة العربية السعودية
45492,7/3/2019,قائمة,الرياض,فارماباز ساودي انيملز المحدودة ,Farmabase saude animal Ltda,برازيلي
45493,7/4/2019,قائمة,الرياض,شركة مصانع الأدوية البيطرية والزراعية ذ.م.م,veterinary and agricultural products manufacturing company ltd (va),اردني
45494,7/4/2019,قائمة,الرياض,ياماها موتور كومباني ليمتد,YAMAHA MOTOR CO LTD,ياباني
45495,7/4/2019,قائمة,الرياض,روبيس إس إل,ROBIS SL,اسباني
45496,7/4/2019,قائمة,الرياض,بيليكان مانوفاكتشورينج  بي تي واي  إل تي دي,PELICAN MANUFACTURING Pty Ltd,استرالي
45497,7/8/2019,قائمة,الرياض,"كومباني ارقانور اس ، ال ",Company Arganour S.L,اسباني
45498,7/8/2019,قائمة,الرياض,سيفن بي كوك بي تي إي . ال تي دي,SEVEN PEACOCK PTE.LTD,سنغافوريه
45499,7/8/2019,قائمة,الرياض,بروبين انترناشيونال,ProByn International Inc.,امريكي
45500,7/8/2019,قائمة,الرياض,سرسي داينكس,SIRSIDYNIX,امريكي
45501,7/8/2019,قائمة,الرياض,دخون الإماراتية م.م.ح,DKHOON ALEMARATIYAH FZE,اماراتي
45502,7/8/2019,قائمة,الرياض,البرس اس ار ال,Albors Srl,ايطالي
45503,7/9/2019,قائمة,الدمام,النخيل لاصلاح الاجهزة الالكترونيه,AL NAKHEEL ELECTONICS EQUIPMENT REPAIRING,اماراتي
45504,7/9/2019,قائمة,الرياض,كاتسان كاتجوت ساناي في تكريت,KATSAN KATGUT SANAYI VE TICARET,تركي
45505,7/10/2019,قائمة,الرياض,هيدرا كار اس ايه,HIDRACAR SA,اسباني
45506,7/10/2019,قائمة,الرياض,فينتلاب إل إل سي,"VENTLAB, LLC",امريكي
45507,7/10/2019,قائمة,الرياض,شركة ليبرتا المحدودة,LIBERTA Co. LTD,مصري
45508,7/10/2019,قائمة,الرياض,شركة ليبرتا المحدودة,LIBERTA Co. LTD,مصري
45509,7/11/2019,قائمة,الدمام,بيرثهولد تكنولوجيز جي ام بي اتش اند كو,BERTHOLD TECHNOLOGIES GmbH & Co,الماني
45510,7/14/2019,قائمة,الدمام,اورال بلاست للخدمات ,URALPLAST SERVICES,روسيه
45511,7/14/2019,قائمة,الرياض,شركة سويكال للصناعات الدوائية,Suecal Pharmaceuticals ,مصري
45512,7/14/2019,قائمة,الرياض,شركة راب بوميك ايه  اس,RAPP BOMEK AS ,نرويجيه
45513,7/14/2019,قائمة,الدمام,انتراكتيف نيتوريك تكنولوجيز إنك,"INTERACTIVE NETWORK TECHNOLOGIES,INC",امريكي
45514,7/14/2019,قائمة,الدمام,انتراكتيف نيتوريك تكنولوجيز إنك,"INTERACTIVE NETWORK TECHNOLOGIES,INC",امريكي
45515,7/15/2019,قائمة,الرياض,مايلان فارما جي إم بي إتش ,MYLAN PHARMA GMBH,سويسري
45516,7/16/2019,قائمة,الرياض,سانيجما دى اى اس تيكاريت ال تى دى اس تى اى ,SANIGMA DIS  TICARET LTD STI ,تركي
45517,7/16/2019,قائمة,الدمام,شنقهاي هيلونق دريل بايب   كومباني ليمتد,SANGHAI HILONG DRILL PIPE.CO.LTD,الصين الشعبيه
45518,7/17/2019,قائمة,جده,شركة كريوتا الطبية المحدودة,Curatia Medical Limited,الصين الشعبيه
45519,7/21/2019,قائمة,الدمام,دینیس بر ینیكومب قروب إل تي دي,DENIS BRINICOMBE GROUP LTD,بريطاني
45520,7/21/2019,قائمة,الرياض,مختبرات بيلول انترناشونال,Laboratoires Bailleul International,سويسري
45521,7/21/2019,قائمة,الرياض,نيوكامل برودكشن بي في,Nukamel Productions B.V,هولندي
45522,7/22/2019,قائمة,الرياض,اوسكا تكستيلفرتريبس جي ام بي اتش,OSKA Textilvertriebs Gmbh,الماني
45523,7/23/2019,قائمة,جده,شركة حمية التغذية التجارية شركة الشخص الواحد القابضة,,المملكة العربية السعودية
45524,7/23/2019,قائمة,الرياض,الو سورس,allosource,امريكي
45525,7/24/2019,قائمة,الدمام,جيرمان اويل تولز  جي ام بي اتش,GERMAN OIL TOOLS GMBH ,الماني
45526,7/24/2019,قائمة,الرياض,نوفو كلينيك - سيرفيس جي إم بي أتش,Novo Klinik-Service Gmbh,الماني
45527,7/26/2019,قائمة,الرياض,شركة ميديكال ديفايسس جروب ذ.م.م,Medical Devices Group srl,ايطالي
45528,7/29/2019,قائمة,جده,دونو برميام كوفى اند تى ليمتد,DUNU PREMIUM COFFEE AND TEA LIMITED,كينيه
45529,7/30/2019,قائمة,الدمام,مصنع جيانسو ورلورد كيميكال المحدودة,JIANGSU WORLD CHEMICAL INDUSTRY CO. LTD,الصين الشعبيه
45530,7/30/2019,قائمة,الرياض,كاردينال هيلث أيرلاندا انليميتد كومباني,Cardinal Health Ireland Unlimited Company,ايرلندي
45531,7/31/2019,قائمة,جده,ترند فارم للادوية,Trend Pharm For Pharmaceuticals,مصري
45532,7/31/2019,قائمة,الدمام,يونتيك سبشيالتى متريال ال تى دي,UNITECH SPECIALTY MATERIAL,الصين الشعبيه
45533,8/1/2019,قائمة,الرياض,اوك خاردت ليمتد ,WOCKHARDT LIMITED,هندي
45534,8/1/2019,قائمة,الدمام,ميدل ايست للقاحات البيطرية ,,مصري
45535,8/2/2019,قائمة,الرياض,فيتافور ان في ,VITAFOR N.V,بلجيكي
45536,8/4/2019,قائمة,الرياض,شركة دورا قروب ليميتد ,DORA GROUP LIMITED,الصين الشعبيه
45537,8/4/2019,قائمة,الرياض,الفا ماكس قروب ليميتد,alpha max group limited,هونغ كونغيه
45538,8/5/2019,قائمة,الرياض,شركة اي . جي. توباكو اندستري -ش.م.ح,I.J.TOBACCO INDUSTRY- F.Z.C,اماراتي
45539,8/5/2019,قائمة,الرياض,ايه 1 ميديكال جي ام بي اتش,A1 Medical GmbH,الماني
45540,8/6/2019,قائمة,الرياض, ميجا ,MIGECA S.PA,بريطاني
45541,8/7/2019,قائمة,الرياض,فاركوميد إس.ار.أل,PHARCOMED S.r.l,ايطالي
45542,8/7/2019,قائمة,الرياض,نيوتري فيتاليتي أل تي دي,NUTRIVITALITY LTD,بريطاني
45543,8/7/2019,قائمة,الرياض,فارمافورت ال تي دي,Pharmaforte Ltd,مجري
45544,8/7/2019,قائمة,الرياض,شينجين ميلو هوب فارم إندستريال كو. إل تي دي,Shenzhen Mellow Hope Pharm Industrial Co. Ltd,الصين الشعبيه
45545,8/7/2019,قائمة,الرياض,لا رومانا ,La Romana ,ايطالي
45546,8/20/2019,قائمة,الرياض,شركة يونيستي انترناشيونال انك,Unicity International Inc,امريكي
45547,8/20/2019,قائمة,الرياض,يوروستس اس.ار. ال,Eurosets S.r.l,ايطالي
45548,8/20/2019,قائمة,الرياض,جيتنجي ميدل ايست اف زد-ال ال سي,Getinge Middle East FZ-LLC,اماراتي
45549,8/20/2019,قائمة,الرياض,"بيكتون ديكنسون انترناشونال ""بي دي""",BECTON DICKINSON INTERNATIONAL (BD),بلجيكي
45550,8/20/2019,قائمة,الرياض,ايوو ثينك تانك تريدينق كو ال تي دي,Yiwu Think Tanks Trading Co.Ltd,الصين الشعبيه
45551,8/20/2019,قائمة,الدمام,اينوفيكس داونهول سوليوشنس انك.,"INNOVEX DOWNHOLE SOLUTIONS, INC.",امريكي
45552,8/20/2019,قائمة,الدمام,كليرويل اويلفيلد سوليوشنس ليمتد,CLEARWELL OILFIELD SOLUTIONS LTD,بريطاني
45553,8/22/2019,قائمة,الرياض,مؤسسة حمودة للصناعة والتجارة,hamouda industry trading Est,اردني
45554,8/22/2019,قائمة,الرياض,مطعم ملك الشاورما للوجبات السريعه,,المملكة العربية السعودية
45555,8/22/2019,قائمة,الرياض,افي اند فيتميدك بيوغراد,AVE & VETMEDIC DOO BEOGRAD,يوغوسلافيه
45556,8/22/2019,قائمة,جده,اميدتك مديزنتكنيك اوي جي ام بي اتش,AMEDTEC MEDIZINTECHNIK AUE GMBH,الماني
45557,8/22/2019,قائمة,الدمام,بوكا سي ذ.م.م,"BUCA, C,LLC",امريكي
45558,8/22/2019,قائمة,الرياض,جيونتك كومباني ليمتد,JIWONTECH Co. Ltd.,كوريه الجنوبيه
45559,8/26/2019,قائمة,الدمام,يونغسونغ الكتريك كو ليمتد . ,"YONGSUNG ELECTRIC CO.,LTD ",كوريه الجنوبيه
45560,8/26/2019,قائمة,الدمام,سارستيت أيه جي اند كومباني كي جي,SARSTEDT AG & CO. KG,الماني
45561,8/26/2019,قائمة,الدمام,بودي تيك ميد آي إن سي,BODITECH MED INC,كوريه الجنوبيه
45562,8/26/2019,قائمة,جده,شركة اتكوفارما للصناعات الدوائية,ATCO PHARMA FOR PHARMACEUTICAL INDUSTRIES,مصري
45563,8/26/2019,قائمة,جده,شركة بيطار انترناشيونال ش م ل,Bitar International SAL,لبناني
45564,8/26/2019,قائمة,الرياض,كلاسيز انك,Classys Inc,كوريه الجنوبيه
45565,8/27/2019,قائمة,الرياض,مؤسسة أكاسيم للمقاولات,,المملكة العربية السعودية
45566,8/27/2019,قائمة,الرياض,شركة أغراس ديليتش أس بي أي الأيطالية,Agras Delic Spa Italy,ايطالي
45567,8/27/2019,قائمة,الرياض,شاندونغ دونغسين نيو متيريالس تيكنولوجي كمباني ليمتد,SHANDONG DONGXIN NEW MATERIALS TECHNOLOGY Co. Ltd,الصين الشعبيه
45568,8/29/2019,قائمة,الرياض,شينزهين ميسمون تكنولوجي. كو ليمتد,SHENZHEN MISMON TECHNOLOGY CO. LIMITED,الصين الشعبيه
45569,8/29/2019,قائمة,الرياض, شينزهين ميسمون تكنلوجي.كو ليمتد,SHENZHEN MISMON TECHNOLOGY CO. LIMITED,الصين الشعبيه
45570,8/29/2019,قائمة,الدمام,تيانجين فيكتوري اويل فيلد اكويبمنت مانيوفاكتشرينج,TIANJIN VICTORY OILFIELD EQUIPMENT MANUFACTURING,الصين الشعبيه
45571,8/29/2019,قائمة,جده,شركة مايكرو تيك (نانجينغ ) المحدودة,"Micro-Tech (Nanjing) Co.,Ltd",الصين الشعبيه
45572,8/29/2019,قائمة,الرياض,شركة أجهزة إلكترولوكس الشرق الأوسط,ELECTROLUX APPLIANCES MIDDLE EAST DMCC,اماراتي
45573,8/29/2019,قائمة,الرياض,مؤسسة دهني الإمارات العربية التجارية,,المملكة العربية السعودية
45574,8/29/2019,قائمة,الرياض,فيرير انترناشونال اس .ايه,FERRER INTERNACIONAL S.A,اسباني
45575,9/1/2019,قائمة,الرياض,شركة نيوتريا هيلاس بي سي,Nutria Hellas PC,يونانيه
45576,9/1/2019,قائمة,جده,شركة ميكيل كوفي ليمتد,MIKEL COFFEE COMPANY LIMITED,بريطاني
45577,9/1/2019,قائمة,الرياض,شركة سيبس إنجنيرينق  اس اي اس,CEPS Engineering S.A.S,كولمبي
45578,9/2/2019,قائمة,الرياض,اومني فيجن جي ام بي اتش,OMNI VISION GMBH ,الماني
45579,9/2/2019,قائمة,الدمام,في بي ار توربين بارتنرز,VBR TURBINE PARTNERS,هولندي
45580,9/2/2019,قائمة,الدمام,سيرتيكبيت بيزنس ديفيلوبمنت كورب,"SERTECPET BUSINESS DEVELOPMENT, CORP",امريكي
45581,9/2/2019,قائمة,جده,شركة انهوي ميدبوريست ميديكال تكنولوجي ليمتد,ANHUI MEDICAL TECHNOLOGY CO.LTD,الصين الشعبيه
45582,9/3/2019,قائمة,الدمام,انفل انترناشونال,ANVIL INTERNATIONAL,امريكي
45583,9/3/2019,قائمة,الرياض,هومر كوربوريشن,HOMMAR CORPORATION BVI CO,بريطاني
45584,9/3/2019,قائمة,جده,شركة نوبي آسيا باسيفيك ليميتد,Nuby Asia Pacific Limited,امريكي
45585,9/3/2019,قائمة,الرياض,بايوكيو فارما ليمتد,BioQ Pharma Ltd.,بريطاني
45586,9/3/2019,قائمة,الرياض,سانلوك انترناشونال,SANLUC INTERNATIONAL,بلجيكي
45587,9/3/2019,قائمة,الرياض,انكو انيمال نيوتريشن كومبيتنس,Anco Animal Nurtrition Competence Gmbh,نمساوي
45588,9/3/2019,قائمة,الرياض,شركة قمم المحترفون,,المملكة العربية السعودية
45589,9/4/2019,قائمة,الدمام,كوريتا يورب جي ام بي اتش,KURITA EUROPE GMBH,الماني
45590,9/4/2019,قائمة,جده,سوبارولا اكسبورت - هنديه,SOPARIWALA EXPORTS ,هندي
45591,9/4/2019,قائمة,الرياض,شركة هانغتشو فاليود ميد تك ليتمد,HANGZHOU Valued medtech co.ltd,الصين الشعبيه
45592,9/8/2019,قائمة,الرياض,ثيرمو فيشر ساينتفيك ( آشفل ) ,Thermo Fisher Scientific (Ashfield),امريكي
45593,9/8/2019,قائمة,الرياض,جست رايت للادوات الجراحية المحدودة,JUSTRIGHT SURGICAL LLC ,امريكي
45594,9/8/2019,قائمة,الدمام,اكنس ايه اس  ,XSENS AS ,نرويجيه
45595,9/9/2019,قائمة,الدمام,"تيرسل اويلفيلد برودكتس يو اس ايه ال ال سي ،دي بي ايه روبيكون اويلفيلد انترناشيونال","TERCEL OILFIELD PRODUCTS USA ,LLC,DBA, RUBICON OILFIELD INTERNATIONAL",امريكي
45596,9/9/2019,قائمة,الرياض,شركة كونسيلينت هيلث المحدودة ,consilient health ltd,بريطاني
45597,9/10/2019,قائمة,الدمام, بوتيل اويل تولز انديا برايفيت ليمتد ,BOTIL OIL TOOLS INDIA PRIVATE LIMITED (BOTIL) ,هندي
45598,9/10/2019,قائمة,الدمام, استافا بي في,ASTAVA B.V.,هولندي
45599,9/10/2019,قائمة,الرياض,شركة معجزة الشفاء للتجارة العامة,,كويتي
45600,9/10/2019,قائمة,الرياض,ريفورم سبور سيستيمليري في انشأت سناي تيكاريت ليميتيد سيركتي,REFORM SPORTS SISTEMLERI VE INSAAT SANAYI TICARET LIMITED,تركي
45601,9/11/2019,قائمة,الرياض,1010349806,,المملكة العربية السعودية
45602,9/11/2019,قائمة,الرياض,مقهى عبدالعزيز براهيم عبدالكريم الحبيب لتقديم المشروبات,,المملكة العربية السعودية
45603,9/11/2019,قائمة,الرياض,شركة رداكس اس بي ايه,REDAX S.P.A,ايطالي
45604,9/12/2019,قائمة,الدمام,سيلفرويل انيرجي ليمتد,SILVERWELL ENERGY LIMITED,بريطاني
45605,9/12/2019,قائمة,الرياض,جيروليماتوس انترناشونال إس ـ ايه,GEROLYMATOS INTERNATIONAL S.A;,يونانيه
45606,9/12/2019,قائمة,الرياض, راين ليفت مانيوفاكتشور سي او ال تي دي ,"Rhine Lift Manufacture Co., Ltd",الصين الشعبيه
45607,9/12/2019,قائمة,الدمام,بي اس آي بايب لاين انترناشونال جي ام كي جي بي اتش & كو كي جي ,PSI Pipeline Services International GmbH & Co. KG,الماني
45608,9/12/2019,قائمة,جده,فويث تربو المحدودة وشركاهم كيه جى,VOITH TURBO GMBH & CO.KG,الماني
45609,9/12/2019,قائمة,الرياض,بتر فلاي ايدو فيلد بي في تي ليمتد ,BUTTERFLY EDUFIELDS PVT LTD ,هندي
45610,9/12/2019,قائمة,الدمام,جوسين بريميوم ذ. م. م.,JOSEN PREMIUM LLC,امريكي
45611,9/13/2019,قائمة,الرياض,مقهى عبدالعزيز براهيم الحبيب لتقديم الوجبات,,المملكة العربية السعودية
45612,9/16/2019,قائمة,جده,مطعم شطيرة الفلافل لتقديم الوجبات,,المملكة العربية السعودية
45613,9/16/2019,قائمة,جده,مصنع الرحاب الحديث للعطور,NULL,المملكة العربية السعودية
45614,9/16/2019,قائمة,الدمام,ألسيا,ALCEA,فرنسي
45615,9/17/2019,قائمة,الرياض,مقهى عبدالعزيز براهيم عبدالكريم الحبيب لتقديم الوجبات,,المملكة العربية السعودية
45616,9/17/2019,قائمة,الدمام,"تايلور هوبسون تريدنغ ""سولاترون""",TAYLOR HOBSON TRADING AS SOLATRON ISA,بريطاني
45617,9/18/2019,قائمة,الرياض,شركة مجموعة دان للمواد الغذائية,Dan Food Group Company,كويتي
45618,9/18/2019,قائمة,الرياض,نكستيج ميديكال,Nxstage Medical,امريكي
45619,9/18/2019,قائمة,الرياض,بيكون ديكينسون بي في,BECTON DICKINSON B V,بلجيكي
45620,9/18/2019,قائمة,الرياض,شركة الدبيكي للصناعات الدوائية ,DPK PHARMA ,مصري
45621,9/18/2019,قائمة,الرياض,شركة النبيل للصناعات الغذائية,Nabil foods Company,اردني
45622,9/19/2019,قائمة,الرياض,ميدانفو انترناشينوال هيموسيرفيس اس أ,MEDINFO INTERNATIONAL HEMOSERVICE SA     ,فرنسي
45623,9/19/2019,قائمة,الرياض,اتش سي اس هايدروكاربون سوليوشنز ل ل سي,HCS HYDROCARBON SOLUTION LLC  ,اماراتي
45624,9/19/2019,قائمة,الدمام,شيلشار تكنولوجيز ليمتد,SHILCHAR TECHNOLOGIES LIMITED,هندي
45625,9/19/2019,قائمة,الدمام,معهد تدريب البحرية والحريق,Fire And Maritime Training Center,هولندي
45626,9/22/2019,قائمة,الدمام,بايرش كابل وورك آيه جي,Bayerische Kabelwerke AG,الماني
45627,9/23/2019,قائمة,الرياض,الشركة الدولية للأبحاث وتطوير الدواء - سويكال إنترناشيونال,International Pharmaceutical Research and Development Company - SOCIAL INTERNATIONAL,مصري
45628,9/24/2019,قائمة,الرياض,زي .اي.كيميكال.يو.اس.آ,"Z.I.CHEMICALES,USA",امريكي
