RequestID,RequestDate,Status,City,Principal_Name_Ar,Principal_Name_En,Nationality
45629,9/24/2019,قائمة,الرياض,آيفو كلار فيفادانت اي جي ,Ivoclar Vivadent AG,سويسري
45630,9/25/2019,قائمة,الدمام,تي دي إي انترناشيونال ليمتد,TDE INTERNATIONAL LIMITED,اماراتي
45631,9/25/2019,قائمة,الدمام,تكنيشك بيرو دالمان بي.في.,TECHNISCH BUREAU DAHLMAN B.V.,هولندي
45632,9/26/2019,قائمة,الرياض,مصنع دلتا للصناعات الغذائية,DELTA FOOD INDUSTRIES,اماراتي
45633,9/26/2019,قائمة,الرياض, ميلبا كوفي اند تي كو بي تي واي ليمتد ,Melba Coffee and Tea Co. PTY LTD,استرالي
45634,9/26/2019,قائمة,الرياض,زهونقشان كينغواي اميج تكنلوجي ليمتد,"zhongshan kingway lmage tech co,ltd",صينيه وطنيه - تايوان
45635,9/26/2019,قائمة,الرياض,لقيمات بنت القاضي,,المملكة العربية السعودية
45636,9/26/2019,قائمة,الرياض,جي. باتشوبس إس إيه كوزموتيكس,G. PACHOPOS SA COSMETICS,يونانيه
45637,9/29/2019,قائمة,الرياض,شركة شوكة وسكين للاستثمار,,المملكة العربية السعودية
45638,9/29/2019,قائمة,الرياض,ال اس او ميديكال ,L S O MEDICAL,فرنسي
45639,9/29/2019,قائمة,الرياض,بيوفيتا ايه اس,BIOVETA A.S,تشيكي
45640,9/30/2019,قائمة,الرياض,شركة سبيرو ميديكال ايه اس,Spiro Medical AS,نرويجيه
45641,9/30/2019,قائمة,الدمام,تشنجدو ديب بت المحدودة,CHENGDU DEEP DIAMOND BIT CO. LTD,الصين الشعبيه
45642,10/1/2019,قائمة,الرياض,فينتيكس ميديكال جي أم بي أتش,Fentex Medical GmbH,الماني
45643,10/1/2019,قائمة,الرياض,لياوننغ ايفير ميتال فورمنج تك المحدودة,"LIAONING EVER METAL FORMING TECH CO, LTD",الصين الشعبيه
45644,10/1/2019,قائمة,الرياض,شركة بروفيتا ليمتد,Profeta Limited Copany,بريطاني
45645,10/1/2019,قائمة,الدمام,رسيرفوار لينك سوليوشنز اس دي ان بي اتش دي ,RESERVOIR LINK SOLUTIONS SDN BHD,ماليزي
45646,10/1/2019,قائمة,الرياض,مطعم شاهره محمد عايض القحطاني للوجبات السريعة,,المملكة العربية السعودية
45647,10/2/2019,قائمة,الرياض, سجواي اي ان سي,Segway Inc.,امريكي
45648,10/2/2019,قائمة,الدمام,بي أر أي ويل سيرفيز,BRI WELL SERVICES AS,نرويجيه
45649,10/2/2019,قائمة,الدمام,جلوبال ماريتايم كونسالتانسي ليمتد,GLOBAL MARITIME CONSULTANCY LTD.,بريطاني
45650,10/2/2019,قائمة,جده,فيف تيكنوليجيز,veave technologies ,هندي
45651,10/2/2019,قائمة,الرياض,دي بي كي فارما ,DBK pharma,مصري
45652,10/2/2019,قائمة,الدمام,مؤسسة بخيت بن صالح بن سالم اليامي للتجارة,,المملكة العربية السعودية
45653,10/2/2019,قائمة,الرياض,سيليكت بارتنرز,Select Partners,فرنسي
45654,10/3/2019,قائمة,الدمام,سليدجهامر اويل تولز بي في تي إل تي دي,SLEDGEHAMMER OIL TOOLS PVT LTD,هندي
45655,10/3/2019,قائمة,الدمام,إيبيندورف أيه جي,EPPENDORF AG,الماني
45656,10/6/2019,قائمة,الرياض,"شركه سنا للابحاث الصيدلانيه ""سنا فارما""","Sana Pharma ""Sana Pharmaceutical research """,اردني
45657,10/7/2019,قائمة,جده,إيماجين ميديكال إيماجين سلوشنز جي إم بي إتش ,eemagine Medical Imagine Solutions GmbH,الماني
45658,10/7/2019,قائمة,الرياض,شركة لايكا مايكروسيستم فيرتريب جي أم بي أتش,Leica Mikrosysteme Vertrieb GmbH,الماني
45659,10/7/2019,قائمة,الرياض,تشنجدو ميتشان الكترونيك تكنولوجي كو ليمتد,"Chengdu Mechan Electronice Technology Co., Ltd",الصين الشعبيه
45660,10/7/2019,قائمة,الدمام,شانغدونغ دونغسين نيو ماتيريالز تكنولوجي كو لميتد,SHANDONG DONGXIN NEW MATERIALS TECHNOLOGY CO. LTD.,الصين الشعبيه
45661,10/7/2019,قائمة,الرياض,بينتي كورب سانيا في تيكرت اونتيم سيركاتي,penti corap sanayi ve ticaret anonim sirketi,تركي
45662,10/7/2019,قائمة,الدمام,بوث ويل ستيل فيتينجز كومبانى لميتد,BOTH-WELL STEEL FITTINGS CO LTD,صينيه وطنيه - تايوان
45663,10/8/2019,قائمة,الدمام,ايه سي ام اي كيميكالز ( ماليزيا ),ACME CHEMICALS (MALAYSIA)SDN BHD,ماليزي
45664,10/8/2019,قائمة,جده,نوتري فارم -شركة اناستيسيس توسومبانديس,nutrifarm-an.tsompanidis&co e.e,يونانيه
45665,10/8/2019,قائمة,الرياض,باراجون 28 ميديكال ديفايسز ترادنج ليمتيد,PARAGON 28 MEDICAL DEVICES TRADING LIMITED,ايرلندي
45666,10/9/2019,قائمة,الدمام,سولفاي كيميكالس انترناشيونال,SOLVAY CHEMICALS INTERNATIONAL S.A.,بلجيكي
45667,10/9/2019,قائمة,الدمام,تعطيرة للعطور ,TATERA PERFUMES ,كويتي
45668,10/9/2019,قائمة,الدمام,موكفيلد فلفز بي في,MOKVELD VALVES BV ,هولندي
45669,10/9/2019,قائمة,الدمام,ليبراكس رابر لايننغ برايفت,LEBRACS RUBBER LINING PVT,هندي
45670,10/9/2019,قائمة,جده,ويكا بولسكا,WIKA Polska ,بولندي
45671,10/13/2019,قائمة,جده,شركة ترافيتكو,Travetco ,اجنبيه
45672,10/13/2019,قائمة,الرياض,قوانغتشو شين جويه نينغ إلكترونيك ليمند,GUANGZHOU XIN JUE NENG ELECTRONIC LIMITED,الصين الشعبيه
45673,10/14/2019,قائمة,الرياض,توب تن فابركس اند تايلورز ال تي دي كومباني,TOP TEN FABRICS & TAILORS LTD COMPANY,بنجلاديشي
45674,10/14/2019,قائمة,الدمام,سيتشوان تشوانشي دايموند بت كو ال تي دي ,"SICHUAN CHUANSHI DIAMOND BIT CO.,LTD",الصين الشعبيه
45675,10/14/2019,قائمة,الرياض,دالان كيميا إندستري ايه إس,DalanKimyaEndustriA.S,تركي
45676,10/14/2019,قائمة,الدمام,مؤسسة نايف خيري اليامي للتجارة,,المملكة العربية السعودية
45677,10/14/2019,قائمة,الرياض,"شركة روفا اسبانيا،ليميتد",ROOFA SPAIN CO.LTD,اسباني
45678,10/15/2019,قائمة,الدمام,مطعم مزيج الاجبان لتقديم الوجبات,,المملكة العربية السعودية
45679,10/15/2019,قائمة,الرياض,شركة الاعمال التطويرية الغذائية مساهمة,,المملكة العربية السعودية
45680,10/15/2019,قائمة,الرياض,هيتاشي فانتارا.نيدرلاند بي في,Hitachi Vantara Nederland B.V,هولندي
45681,10/16/2019,قائمة,الرياض,"الترافيوليت ديفايسز، انك.",UltraViolet Devices Inc,امريكي
45682,10/16/2019,قائمة,الدمام,انجرسول راند انترناشونال ليمتد,Ingresoll Rand International Limited,ايرلندي
45683,10/16/2019,قائمة,الدمام,الأهداف لتجارة الإلكترونيات,AIMS ELECTRONICS TRADING,اماراتي
45684,10/16/2019,قائمة,الدمام,مقهى دكان وافل الجوف لتقديم الوجبات,Maqha Dukkanwaffle aljouf ,المملكة العربية السعودية
45685,10/16/2019,قائمة,الرياض,أنكور هيلث آند بيوتي كير برايفت ليمتد,ANCHOR HEALTH & BEAUTY CARE PVT. LTD,هندي
45686,10/16/2019,قائمة,الدمام, ميد إن ميديكال أنوفيشن,MEDIN MEDICAL LINNOVATIONS GMBH,الماني
45687,10/16/2019,قائمة,الدمام,راكورتوبي اس بي ايه ,RACCORTUBI SpA,ايطالي
45688,10/16/2019,قائمة,الرياض,جيرميتيك,GERMITEC,فرنسي
45689,10/16/2019,قائمة,الرياض,ديلمونت ايميجن,DELMONT IMAGING,فرنسي
45690,10/16/2019,قائمة,الرياض,كيووا كيرين أنك,KYOWA KIRIN INC.,امريكي
45691,10/16/2019,قائمة,الرياض,سيستا جينيكس ووند منجمنت ليمتد,SYSTAGENIX WOUND MANAGEMENT LIMITED,بريطاني
45692,10/17/2019,قائمة,الدمام,كوزموتريد للاستيراد والتصدير والتوكيلات التجارية ,COSMO -TRADE FOR TRADING ,مصري
45693,10/17/2019,قائمة,الدمام,شركة قطوف وحلا التجارية,,المملكة العربية السعودية
45694,10/20/2019,قائمة,الدمام,شركة مذاقات للمواد الغذائية,,المملكة العربية السعودية
45695,10/20/2019,قائمة,الدمام,السنابل للصناعات التحويلية,SANABEL CONVERTING INDUSTRIES,اردني
45696,10/20/2019,قائمة,الدمام,سي بيه بمبس سيستمز م م ح,CP PUMPS & SYSTEMS FZE,اماراتي
45697,10/21/2019,قائمة,جده,سنتر افلو أية أس,CENTRAFLOW AS,نرويجيه
45698,10/21/2019,قائمة,الدمام,زيو كيم إي جي,ZEOCHEM AG ,سويسري
45699,10/22/2019,قائمة,الدمام,بيد فونت ساينتفيك ليميتد,BED FONT SCIENTIFIC LIMITED,بريطاني
45700,10/22/2019,قائمة,الرياض,اوتي فارما سول بي في,Ote Pharma Sol B.V.,هولندي
45701,10/23/2019,قائمة,الرياض,سيبتودنت,septodont,فرنسي
45702,10/24/2019,قائمة,الرياض," كوينآنشي جنتانق دكتايل ايرون بايب سي او ,ال تي دي","QIANANSHI JINTANG DUCTILE IRON PIPES CO , LTD",الصين الشعبيه
45703,10/24/2019,قائمة,الدمام,بايروكنترول اس ايه اس,PYROCONTROLE SAS,فرنسي
45704,10/24/2019,قائمة,الرياض,نوراكير اس أي ار ال,Noraker SARL,فرنسي
45705,10/27/2019,قائمة,الرياض,شركة فيرتشوسو كونسلتنج,Virtuoso Consulting  Company  ,اماراتي
45706,10/28/2019,قائمة,الرياض,"جانيكديرما اس. آر. أل.،",GANIKDERMA S.R.L.,ايطالي
45707,10/28/2019,قائمة,الرياض,ميد سكيلز سيرجيكال,MEED SKILLS SURGICAL,باكستاني
45708,10/28/2019,قائمة,الدمام,فولكان كومبليشون برودكتس يو كيه ليمتد,VULCAN COMPLETION PRODUCTS UK LIMITED,بريطاني
45709,10/28/2019,قائمة,جده,مينبور اس.ايه,MENBUR S.A,اسباني
45710,10/29/2019,قائمة,الرياض,شركة أريس جلوبال ليمتد,ArisGlobal Limited,ايرلندي
45711,10/29/2019,قائمة,الرياض,ايلانكو انيمل هلث اي ان سي,Elanco Animal Health Inc ((Elanco)),سويسري
45712,10/30/2019,قائمة,الرياض,شركة ليكوي مولي جي ام بي اتش,LIQUI MOLY GMBH,الماني
45713,10/30/2019,قائمة,الدمام,كايبي اس . ار . ال,KIEPE SRL,ايطالي
45714,10/30/2019,قائمة,الدمام,هيتورك  يونكس  كوربريشن ,HYTORC UNEX CORPORATION,امريكي
45715,10/30/2019,قائمة,الرياض,شركة هيتيرو بايو فارما ليميتد ,HETERO BIOPHARMA LIMITED,هندي
45716,10/31/2019,قائمة,الرياض,سيريم ريسيرش كوربوريشن,SERIM RESEARCH CORPORATION,امريكي
45717,10/31/2019,قائمة,الرياض,مصنع تكنيك العناية بالعظام للجبائر الجاهزة الطبية,,المملكة العربية السعودية
45718,11/3/2019,قائمة,الرياض,اساهي كاسي ميديكال يوروب جي ام بي اتش ,Asahi kasei Medical Europe Gmbh,الماني
45719,11/3/2019,قائمة,الدمام,متيالفار برودوتي اندستريال اس بي ايه ,Metalfar Prodotti Industriali S.P.A,ايطالي
45720,11/3/2019,قائمة,جده,شركة شينزن نيتو باور سورس تكنولوجي المحدودة ,"Shenzhen Nito Power Source Technology Co., Limited",الصين الشعبيه
45721,11/3/2019,قائمة,الرياض,تريت اي جي,Trate AG,سويسري
45722,11/3/2019,قائمة,الرياض,تشيجيانغ سيمير  غارمينت .ال تي دي,"Zhejiang Semir Garmet.,LTD",الصين الشعبيه
45723,11/3/2019,قائمة,الرياض,شركة ميرك سيرونو ميدل ايست اف زد - ال تي دي ,MERCK SERONO MIDDLE EAST FZ- Ltd,اماراتي
45724,11/3/2019,قائمة,الرياض,أمريت فارميستكالس دي اي سي,AMRYT PHARMACEUTICALS DAC,ايرلندي
45725,11/3/2019,قائمة,الرياض,شركة فطيرة الفلافل للمطاعم المحدودة,,المملكة العربية السعودية
45726,11/3/2019,قائمة,الرياض,أي إل كاي- أبيلو أي / إس,ALK-Abello A/S,دنمركيه
45727,11/4/2019,قائمة,الدمام,مؤسسة الفريج الاول للوجبات السريعة,NULL,المملكة العربية السعودية
45728,11/4/2019,قائمة,جده,مؤسسة هيجاوي التجارية,Hejawi Trading Est,اردني
45729,11/4/2019,قائمة,الدمام,اف ايه اي اوفيسيني دي كارفيكو اس بي ايه,F A I OFFICINE DI CARVICO SPA,ايطالي
45730,11/5/2019,قائمة,الرياض,سباين كير تكنولوجيس,Spine Care Technologies,امريكي
45731,11/5/2019,قائمة,جده,شركة الطبق الساخن التجارية,,المملكة العربية السعودية
45732,11/5/2019,قائمة,جده,جلوبال تيرمنلوجي,globaltermiology,مصري
45733,11/6/2019,قائمة,الرياض,ثيرموفيشر ساينتيفيك إنك,Thermo Fisher Scientific Inc,بريطاني
45734,11/6/2019,قائمة,الدمام,كينغداو قريت كرييشن تريدينج جروب كومباني لميتد,"QINGDAO GREAT CREATION TRADING GROUP CO,LTD",الصين الشعبيه
45735,11/7/2019,قائمة,الرياض,مؤسسة أغذية هديل ابو عليا,Hadeel abualia est,اردني
45736,11/7/2019,قائمة,جده,مالفستيو,Malvestio,ايطالي
45737,11/10/2019,قائمة,الرياض,"ان كيو إند ستريز, اي ان سي","NQ Industries, Inc",امريكي
45738,11/10/2019,قائمة,الرياض,شركة قمم المحترفون,,المملكة العربية السعودية
45739,11/11/2019,قائمة,الدمام,سولوشن 4 جي ايه اس بي .زي او. او,SOLUTION4GA SP. ZO.O,بولندي
45740,11/11/2019,قائمة,الدمام,جينت الكتريك لميتد كو,CHINT ELECTRIC CO LTD ,الصين الشعبيه
45741,11/11/2019,قائمة,الدمام,تيجاس ريسيرش آند انجينيرنج ال ال سي ,"TEJAS  RESEARCH  & ENGINEERING  , LLC",امريكي
45742,11/11/2019,قائمة,الرياض,:ستاتس (يو كيه) ليمتد,STATS (UK) LTD.,بريطاني
45743,11/11/2019,قائمة,الرياض,شركة فطيرة الفلافل للمطاعم المحدودة,,المملكة العربية السعودية
45744,11/11/2019,قائمة,الرياض,يوسف الرستماني للاستثمار ش.ذ.م.م  ,yousuf alrustamani investment llc. ,اماراتي
45745,11/11/2019,قائمة,الرياض,شركة جي اف جي للتجارة,JFJ GENERAL TRADING L.L.C,اماراتي
45746,11/11/2019,قائمة,الرياض,شركة قمم المحترفون ,,المملكة العربية السعودية
45747,11/12/2019,قائمة,الدمام,ام اند أي ماتيريالز ليمتد ,M & I MATERIALS LIMITED,بريطاني
45748,11/12/2019,قائمة,الدمام,مقهى جذور الواحة لتقديم الوجبات,,المملكة العربية السعودية
45749,11/12/2019,قائمة,الرياض,شركة فلاي بليد ليمتد,FLIBLADE LTD,بريطاني
45750,11/13/2019,قائمة,الدمام,كور اول ايه اس ,COREALL AS ,نرويجيه
45751,11/13/2019,قائمة,الدمام,فورم يو اس انك,Forum US Inc,امريكي
45752,11/13/2019,قائمة,الدمام,تارجت لخدمات حقول النفط- منطقة حرة,TARGET OILFIELD SERVICES – FREEZONE,مصري
45753,11/13/2019,قائمة,الدمام,بارمابروجيتي أس أر إل,PARMAPROGETTI S.R.L,ايطالي
45754,11/13/2019,قائمة,الدمام,ويفانج كيانجيان كيميكل انديستري كو ليمتد,"WEIFANG QIANGYUAN CHEMICAL INDUSTR Co.,Ltd.",الصين الشعبيه
45755,11/14/2019,قائمة,الدمام,تاتا دايو كوميرشيال فيكيل كومباني ليمتد,TATA DAEWOO COMMERCIAL VAHICLE  CO.LTD,كوريه الجنوبيه
45756,11/17/2019,قائمة,الدمام,مؤسسة نايف خيري صالح اليامي للتجارة,,المملكة العربية السعودية
45757,11/17/2019,قائمة,الدمام,مؤسسة نايف خيري اليامي للتجارة,,المملكة العربية السعودية
45758,11/17/2019,قائمة,الرياض,ابيوميد يورب جي ام بي اتش,ABIOMED EUROPE GMBH,الماني
45759,11/19/2019,قائمة,الرياض,مصنع حلا الجزيره للحلويات لصاحبها كمال هاشم الخضري,,المملكة العربية السعودية
45760,11/19/2019,قائمة,جده,أنه فيت للتجارة والخدمات ,Anh Viet Trading -Service ,فيتناميه
45761,11/21/2019,قائمة,الرياض,ابيوجين فارما اس.بيه.ايه.,ABIOGEN PHARMA S.P.A.,ايطالي
45762,11/21/2019,قائمة,الدمام,ميرسك اتش 2 اس سافتي سيرفيسز ايه / اس ,MAERSK H2S SAFETY SERVICES A/S,دنمركيه
45763,11/21/2019,قائمة,الرياض,تشي جيانغ سيمر قارمن سي او ال تي دي,Zhe jiang semir garment co ltd,الصين الشعبيه
45764,11/21/2019,قائمة,الدمام,سياد  ماتشيني امبيانتي اس بي ايه ,SIAD MACCHINE IMPIANTI S..P .A ,ايطالي
45765,11/21/2019,قائمة,الدمام,بلاستيكون كومبوسيتيس انترناشيونال كونتراكتنج بي في,PLASTICON COMPOSITES INTERNATIONAL CONTRACTING BV,هولندي
45766,11/21/2019,قائمة,الرياض,ديفازا فارمافيك اس .ايه,DIVASA FARMAVIC S.A,اسباني
45767,11/21/2019,قائمة,الدمام,تارتان مومبليشنز سيستمز كلبرويشن,TARTAN COMPLETION SYSTEMS CORPORATION ,امريكي
45768,11/24/2019,قائمة,الرياض,ايسل اي ان سي,"ACELL, INC",امريكي
45769,11/24/2019,قائمة,الرياض,شركة ميلا ميدر أس أيه,"MILLA MED, S.A",اسباني
45770,11/27/2019,قائمة,الدمام,ستيريجيرمز,STERIGERMS,فرنسي
45771,11/27/2019,قائمة,الرياض,فرنترو انتربرايز الفلبين المحدودة,"Frontrow Enterprise Philippines, Inc",فلبيني
45772,11/28/2019,قائمة,جده,شركة مصنع انابيب ومجاري الكهرباء الدولية المحدودة,---,المملكة العربية السعودية
45773,11/28/2019,قائمة,الدمام,بيكرز بلس انيرجي سيرفيسيز  (يو اس ايه) انك افيليتس  ,"PACKERS PLUS ENERGY SERVICES U.S.A ,INC AND ITS AFFILIATES",امريكي
45774,12/1/2019,قائمة,الدمام,دي ار جيم كوربوريشن,DRGEM CORPORATION,كوريه الجنوبيه
45775,12/1/2019,قائمة,الرياض,جوانغ زهو يوكايتنغ كوزميتيكس كومباني ليمتد,"Guangzhou Yucaitang Cosmetics Co.,ltd",الصين الشعبيه
45776,12/1/2019,قائمة,الرياض,ماتريكس سيرجيكال هولدنجز ال ال سي,MATRIX SURGICAL HOLDINGS LLC,امريكي
45777,12/2/2019,قائمة,الرياض,شركة مكسمار ناتشورال & هيلث برودكت مانيوفاكتشرنج & ماركتنج كوال تي دي,MEKSMAR Natural & Healthy Products Manufacturing & Marketing Co. Ltd,تركي
45778,12/2/2019,قائمة,الرياض,اوبتيك بي.في,OPHTEC B.V,هولندي
45779,12/2/2019,قائمة,الدمام,مورفي بايبلاين  كونتر اكتورز انك,"MURPHY PIPELINE CONTRACTORS,INC",امريكي
45780,12/2/2019,قائمة,الرياض,دانا انترناشونال او يو,Dana International OU,سويسري
45781,12/3/2019,قائمة,الرياض,هواوي تكنولوجيز كو.ليمتد,HUAWEI TECHNOLOGIES CO.LTD,الصين الشعبيه
45782,12/4/2019,قائمة,الرياض,"بايو - راد يوروب جي أم بي أتش (""بايو - راد"")",Bio-Rad Europe GmbH (Bio-Rad),سويسري
45783,12/4/2019,قائمة,الدمام,ويفانغ كيانجيون كيميكال انداستري كومبني لمتد,"WEIFANG QIANGYUAN CHEMICAL INDUSTRY CO., LTD.",الصين الشعبيه
45784,12/4/2019,قائمة,الرياض,اليانز فارماسوتيكالز ليمتد,ALLIANCE PHARMACEUTICALS LIMITED,بريطاني
45785,12/4/2019,قائمة,الرياض,شانغشو سانفو كيميكال كمبني ليمتد .,CHANGSHU SANFU CHEMICAL CO.LTD,الصين الشعبيه
45786,12/9/2019,قائمة,الدمام,دبليو ايه تي موتور ساناي في تي اي سي ,WAT MOTOR SANAYI VE TIC,تركي
45787,12/9/2019,قائمة,الرياض,دوكسيانا / دوكس انتيرناشونال اي بي,DUXIANA\DUX International AB,سويديه
45788,12/9/2019,قائمة,الرياض,بيكتون ديكنسون انترناشيونال.,BECTON DICKINSON INTERNATIONAL.,بلجيكي
45789,12/9/2019,قائمة,الدمام,مودو ريسورسيس أيه بي بي تي إي. ليمتد,MODURESOURCES AP PTE. LTD,سنغافوريه
45790,12/9/2019,قائمة,الدمام,مودو ريسورسيس ايه بي بي تي اي. ليمتد,MODURESOURCES AP PTE.LTD,سنغافوريه
45791,12/11/2019,قائمة,الدمام,لينوفيت تكنولوجي اس دي ان بي اتش دي,LINNOVATE TECHNOLOGY SDN BHD,ماليزي
45792,12/11/2019,قائمة,الدمام,فريز ايس كريم ذ.م.م,Freez ICE Cream L.L.C,اماراتي
45793,12/11/2019,قائمة,الرياض,شينزين سيدس ديجيتال تكنولوجيا سي او ال جي حي دي ,Shenzhen SADES Digital Technology Co. Ltd.,الصين الشعبيه
45794,12/11/2019,قائمة,الرياض,توانثانغ فيت جيه اس سي ( ايكوفيت فيتنام ),TOANTHANG VET JSC.(ECO VET VIETNAM),فيتناميه
45795,12/11/2019,قائمة,جده,اي دبليو سي شافهاوزن فرع شركة ريتشمونت انترناشيونال اس ايه,IWC Schaffhausen branch of Richemont International SA,سويسري
45796,12/12/2019,قائمة,الرياض,شركة الغربية الرائدة للفيبرجلاس المحدودة,NULL,المملكة العربية السعودية
45797,12/12/2019,قائمة,الرياض,ال اي ام  كومباوندينغ ريسيرتش اي تي ايه اس ار ال,LEM COMPOUNDING RESEARCH ITA Srl,ايطالي
45798,12/12/2019,قائمة,الرياض,كيميك انديا لمتيد,CHIMIQUE INDIA LTD,هندي
45799,12/15/2019,قائمة,الدمام,صفدي جروب انترناشونال جي ام بي اتش,SAFADI GROUP INTERNATIONAL GmbH,الماني
45800,12/15/2019,قائمة,الرياض,"اوساتو اس , كورب","OSATU , S . COOP",اسباني
45801,12/15/2019,قائمة,الدمام,كيرفيوشن 213 ال ال سي,CAREFUSION 213 LLC,امريكي
45802,12/16/2019,قائمة,الرياض,إيرازين لاب اس ار ال,Aerazen Lab srl,ايطالي
45803,12/16/2019,قائمة,الدمام,اقروسيل اندستريز بي في تي لمتد ,AGROCEL INDUSTRIES PVT LTD,هندي
45804,12/16/2019,قائمة,الرياض,فيرتيزون أم اس دى ان بى اتش دى,FERTIZONE M SDN BHD,ماليزي
45805,12/17/2019,قائمة,الرياض,كيكو إس بي إيه,KIKO S.P.A,ايطالي
45806,12/18/2019,قائمة,الدمام,جي-مارك فود,J-MARK FOOD COMPANY,ياباني
45807,12/18/2019,قائمة,الدمام,شركة ام ار سي جلوبال العربية السعودية المحدودة,,المملكة العربية السعودية
45808,12/18/2019,قائمة,الرياض,ايفيكت قروب بنزنتد باي افكتس هولدينغ س اي س,EFECTIS GROUP REPRESENTED BY EFECTIS HOLDING SAS,فرنسي
45809,12/18/2019,قائمة,الرياض,شركة ثري ام العربية شركة شخص واحد,,المملكة العربية السعودية
45810,12/18/2019,قائمة,الرياض,زيمر بيوميت سي ام اف اند ثوراسيك ال ال سي ,Zimmer Biomet CMF and Thoracic LLC,امريكي
45811,12/18/2019,قائمة,الرياض,ايه سي أو سيستمز اف زد أي,ACO Systems FZE,اماراتي
45812,12/18/2019,قائمة,جده,زوتي الدولية لتجارة السيارات المحدودة ,"Zotye International Automobile Trading Co., Ltd",الصين الشعبيه
45813,12/19/2019,قائمة,الدمام,شركة أر . اتش . اي ديناريس جي . ام .بي . اتش,RHI DINARIS GMBH,الماني
45814,12/19/2019,قائمة,الرياض,شركة هيونداي للسيارات,Hundai motors company,كوريه الجنوبيه
45815,12/19/2019,قائمة,جده,مؤسسه ثوب الحرمين للتجارة,,المملكة العربية السعودية
45816,12/19/2019,قائمة,الدمام,موليسليب انتيك ليمتد ,MOLYSLIP ATLANTIC LTD,بريطاني
45817,12/19/2019,قائمة,الرياض,شركة البيت النابلسي لعمل الحلويات الشرقية و الكلاج,Nabulsi House Company for sweets and Kullaj,اردني
45818,12/19/2019,قائمة,الرياض,مؤسسة العناية بالسيارة التجارية,carcare,المملكة العربية السعودية
45819,12/20/2019,قائمة,الرياض,شركة تسع مائة وأحد عشر للمطاعم المحدودة,,المملكة العربية السعودية
45820,12/21/2019,قائمة,الرياض,شركة قمم المحترفون,,المملكة العربية السعودية
45821,12/22/2019,قائمة,الرياض,شركة بروفيت فارما بي في تي المحدودة ,"Provet Pharma PVT. Ltd,",هندي
45822,12/22/2019,قائمة,الدمام,اس ان بي بولندا,SNP POLAND,بولندي
45823,12/22/2019,قائمة,الدمام,ويل فلو انترناشونال,WELL FLOW INTERNATIONAL,امريكي
45824,12/24/2019,قائمة,الدمام,شركة إرم العالمية التجارية,,المملكة العربية السعودية
45825,12/24/2019,قائمة,الدمام,شاندونج تيانكسين كميكل كمبني ليمتد,"SHANDONG TIANXIN CHEMICAL CO., LTD",الصين الشعبيه
45826,12/24/2019,قائمة,جده,اكواسايس تكنيك جيمبتش,AQUASYS Technik GmbH,نمساوي
45827,12/24/2019,قائمة,جده,رولكس اس ايه,Rolex SA,سويسري
45828,12/24/2019,قائمة,الرياض,ايمديكا فارما ايه بى,Immedica Pharma AB,سويديه
45829,12/24/2019,قائمة,الدمام,ويفانغ كنغوان كميكل اندسترى كمبني لميتد,"WEIFANG QIANGYUAN CHEMICAL INDUSTRY CO., LTD",الصين الشعبيه
45830,12/24/2019,قائمة,الرياض,ايستم ميديكال طبي سيهاز في ساناي المحدودة,Istem Medikal Tibbi Cihaz ve Sanayi Ltd Sti,تركي
45831,12/24/2019,قائمة,الرياض,بون سبورت ايه بي,BONE SUPPORT AB,سويديه
45832,12/25/2019,قائمة,الدمام,تانغشان سانيو زيدا كالسيوم اندساتري كومباني لمتد,TANGSHAN SANYOU ZHIDA CALCIUM INDUSTRY CO. LTD.,الصين الشعبيه
45833,12/25/2019,قائمة,الدمام,شركة مصنع معدات النفط الديناميكية,DYNAMIC OIL TOOLS MANUFACTURING COMPANY,المملكة العربية السعودية
45834,12/25/2019,قائمة,الرياض,ايرهارد جي ايم بي اتش وشركاه كيه جي,ERHARD GmbH & Co KG,الماني
45835,12/25/2019,قائمة,الرياض,جيبوتي اير لينس,Djibouti Airlines,شرق افريقيه
45836,12/25/2019,قائمة,الرياض,إم كيه فرانس,MK FRANCE,فرنسي
45837,12/29/2019,قائمة,الرياض,بي سي جروب انترناشيونال,BC GROUP INTERNATIONAL,امريكي
45838,12/29/2019,قائمة,الرياض, يو اف اس كية انترناشيونال اوسيس جي ام بي اتش,UFSK-International OSYS GmbH,الماني
45839,12/30/2019,قائمة,الرياض,مصنع حلا الجزيره للحلويات ,Hala Al Jazeera Sweets Factory,المملكة العربية السعودية
45840,12/30/2019,قائمة,الدمام,مديسي جروب ذ.م.م,Midici Group LLC,امريكي
45841,12/30/2019,قائمة,الرياض,جرين ريد ماركتنق سليوشنز جي ام بي اتش ,Greenred maketing SolutionsGMBH,الماني
45842,12/30/2019,قائمة,الرياض,مالتيسي أند سي أو ليمتيد,"MULTICE & CO , LTD",صينيه وطنيه - تايوان
45843,12/30/2019,قائمة,الرياض,كوريندس انك,"CORINDUS, INC",امريكي
45844,12/31/2019,قائمة,الدمام,ويفانغ بانغوا كميكل كمباني ليمتد ,WEIFANG BANGHUA CHEMICAL CO LTD,الصين الشعبيه
